Age,Gender,Location,Occupation,Education,Income,Device Ownership,Operating System,Internet Usage,Use of Security Tools,Social Media Usage,Privacy Settings,Info Sharing Frequency,Email Accounts,Email Filtering,Browsing Behavior,Security Awareness,Password Hygiene,Incident History,Sensitive Info Access,Workplace Policies,Remote Work Status,Risk Factor
29,Male,Urban,Legal,Associate,Medium,3,Linux,Low,Yes,Medium,Private,Sometimes,2,No,Risky,Medium,Moderate,No,No,Moderate,Yes,63
19,Male,Rural,Legal,Associate,Low,2,Windows,Medium,Yes,Low,Public,Rarely,1,Yes,Risky,Medium,Moderate,No,Yes,Moderate,Yes,68
24,Male,Suburban,Healthcare,Associate,Medium,3,Windows,Medium,No,High,Private,Often,4,No,Risky,High,Moderate,Yes,Yes,None,Yes,95
33,Male,Urban,Legal,PhD,Low,1,iOS,High,No,Medium,Public,Often,4,No,Cautious,High,Weak,Yes,No,Strict,Yes,83
20,Male,Urban,Legal,PhD,High,3,iOS,Medium,Yes,Medium,Public,Rarely,3,No,Moderate,Low,Weak,No,No,Strict,No,71
62,Female,Suburban,Finance,Master's,Medium,1,Windows,Medium,Yes,Medium,Private,Rarely,2,No,Cautious,Medium,Moderate,Yes,Yes,Strict,Yes,72
20,Male,Suburban,Healthcare,PhD,Medium,3,Windows,Medium,Yes,Low,Public,Sometimes,2,Yes,Cautious,Low,Strong,No,Yes,Strict,No,63
44,Male,Suburban,IT,Master's,Low,4,iOS,Medium,Yes,Low,Private,Sometimes,4,No,Risky,Low,Moderate,No,Yes,Moderate,Yes,67
60,Female,Rural,Retail,High School,High,3,Linux,Low,No,High,Public,Sometimes,1,No,Moderate,Low,Moderate,No,Yes,Strict,Yes,84
57,Male,Suburban,Education,Master's,Medium,1,Linux,High,Yes,Medium,Public,Often,1,No,Risky,Low,Moderate,No,Yes,Moderate,No,85
55,Non-binary,Urban,IT,Associate,High,4,Linux,Low,No,Medium,Private,Often,1,Yes,Risky,Medium,Moderate,No,Yes,Moderate,Yes,83
50,Non-binary,Suburban,Healthcare,Bachelor's,High,3,Linux,High,No,Medium,Private,Often,1,No,Risky,Medium,Strong,No,Yes,Moderate,Yes,88
45,Male,Urban,Finance,Bachelor's,Medium,3,iOS,High,No,High,Public,Sometimes,2,Yes,Risky,Low,Strong,Yes,Yes,Moderate,Yes,86
18,Female,Urban,Education,Associate,High,2,Android,High,Yes,Low,Private,Rarely,3,No,Moderate,Medium,Strong,No,No,Strict,Yes,63
25,Non-binary,Rural,Retail,Master's,High,4,Other,High,Yes,Medium,Private,Rarely,1,Yes,Moderate,Low,Weak,Yes,Yes,Moderate,Yes,82
54,Female,Suburban,Legal,Associate,Medium,1,Other,Low,No,Low,Public,Sometimes,1,Yes,Risky,High,Moderate,Yes,No,None,No,70
49,Non-binary,Rural,Legal,PhD,Low,4,Other,High,No,Low,Private,Sometimes,3,No,Cautious,Low,Weak,No,Yes,None,No,83
60,Male,Suburban,IT,Master's,Medium,1,Other,Medium,No,Low,Private,Rarely,2,Yes,Risky,High,Moderate,Yes,Yes,None,No,75
54,Female,Suburban,Retail,Associate,High,2,iOS,Medium,Yes,Low,Public,Rarely,3,No,Cautious,Low,Strong,No,Yes,None,No,64
21,Female,Suburban,Healthcare,PhD,Medium,2,Android,High,Yes,Low,Private,Often,3,Yes,Cautious,Low,Moderate,Yes,Yes,Moderate,No,75
47,Female,Suburban,Retail,PhD,Low,1,iOS,Medium,No,High,Public,Sometimes,1,Yes,Risky,Medium,Strong,No,No,None,No,57
23,Non-binary,Suburban,Finance,Master's,High,1,Android,Medium,Yes,Low,Private,Often,3,Yes,Moderate,High,Moderate,No,Yes,None,No,66
63,Non-binary,Urban,IT,High School,High,1,iOS,High,Yes,Medium,Public,Often,3,No,Risky,Medium,Moderate,Yes,No,Moderate,No,83
36,Non-binary,Urban,IT,High School,Low,2,Windows,High,Yes,Medium,Private,Rarely,2,Yes,Moderate,Low,Strong,No,No,Strict,No,57
49,Male,Suburban,Finance,PhD,Low,4,Android,High,No,Medium,Public,Sometimes,1,Yes,Cautious,High,Moderate,No,Yes,Strict,Yes,73
26,Non-binary,Urban,Retail,High School,High,2,Other,Low,Yes,High,Public,Rarely,1,Yes,Moderate,Low,Strong,Yes,No,Strict,Yes,70
29,Male,Rural,Finance,PhD,Low,3,Android,High,Yes,Low,Public,Often,4,No,Moderate,High,Strong,No,No,Strict,No,63
28,Female,Rural,Education,High School,Medium,2,Linux,High,No,Medium,Private,Sometimes,1,No,Moderate,High,Moderate,Yes,No,Moderate,No,63
63,Female,Rural,Finance,PhD,Low,3,Android,Low,No,Medium,Public,Often,2,Yes,Risky,Low,Strong,No,No,Moderate,No,75
33,Male,Suburban,Retail,PhD,Medium,3,Linux,Medium,Yes,Medium,Public,Often,2,Yes,Cautious,Low,Weak,No,No,Strict,No,63
18,Non-binary,Suburban,Finance,PhD,High,2,Linux,Low,No,Low,Private,Rarely,2,No,Cautious,Medium,Weak,Yes,No,None,Yes,86
62,Male,Urban,Healthcare,PhD,High,2,Windows,Medium,No,Medium,Public,Sometimes,4,No,Moderate,Medium,Moderate,No,No,Moderate,Yes,73
38,Female,Urban,Legal,Bachelor's,High,2,Android,Low,Yes,Low,Public,Sometimes,4,Yes,Cautious,Low,Strong,Yes,No,None,No,66
47,Female,Urban,Finance,High School,High,4,Windows,High,No,Medium,Public,Sometimes,2,No,Moderate,Medium,Weak,Yes,No,None,Yes,95
30,Male,Rural,Legal,PhD,High,2,Other,Low,No,Medium,Public,Sometimes,1,No,Moderate,Medium,Weak,Yes,No,None,Yes,85
51,Non-binary,Rural,Finance,Associate,Low,1,Android,High,Yes,Low,Private,Often,4,No,Moderate,Low,Strong,No,Yes,Strict,Yes,73
21,Non-binary,Rural,Retail,Master's,Low,2,iOS,Medium,Yes,Medium,Private,Rarely,1,Yes,Moderate,High,Weak,Yes,No,Strict,Yes,56
45,Male,Rural,Education,Associate,High,3,iOS,High,Yes,High,Private,Sometimes,4,Yes,Risky,Low,Weak,Yes,Yes,Strict,No,74
55,Male,Urban,Education,Associate,Low,4,iOS,Low,No,Low,Public,Often,3,Yes,Moderate,Medium,Moderate,No,Yes,None,Yes,71
48,Non-binary,Suburban,Legal,Bachelor's,Low,4,Linux,Low,Yes,Medium,Private,Rarely,2,Yes,Cautious,Low,Moderate,Yes,Yes,None,No,73
44,Female,Suburban,Retail,High School,High,3,iOS,Medium,No,High,Public,Rarely,3,Yes,Risky,Low,Strong,No,No,Moderate,Yes,69
22,Male,Rural,Retail,Bachelor's,Low,4,Other,High,Yes,High,Public,Rarely,2,No,Cautious,High,Strong,Yes,No,Moderate,Yes,80
42,Non-binary,Suburban,Retail,High School,High,4,Android,Medium,Yes,Low,Private,Sometimes,3,No,Risky,High,Weak,No,Yes,Strict,Yes,69
20,Non-binary,Suburban,Healthcare,PhD,High,1,Android,High,No,Medium,Public,Often,1,Yes,Moderate,Medium,Moderate,No,No,Moderate,No,75
50,Female,Suburban,IT,Bachelor's,High,1,Linux,High,No,Low,Public,Rarely,1,No,Risky,Medium,Strong,No,No,None,Yes,86
21,Female,Rural,Finance,Master's,High,4,Linux,Medium,Yes,High,Private,Rarely,2,No,Cautious,Medium,Weak,No,Yes,None,No,84
42,Female,Urban,Retail,High School,Low,2,Linux,Medium,No,High,Private,Rarely,1,No,Risky,Medium,Moderate,No,Yes,None,Yes,74
37,Female,Urban,Retail,Bachelor's,Low,4,Other,High,Yes,Low,Public,Often,2,No,Risky,Medium,Strong,No,Yes,Strict,No,75
51,Female,Suburban,Retail,Master's,Medium,1,Android,Medium,No,Low,Public,Often,3,Yes,Moderate,Low,Moderate,Yes,Yes,Moderate,No,68
43,Male,Urban,Education,Associate,Medium,4,Windows,High,Yes,Medium,Public,Sometimes,2,No,Moderate,Low,Weak,Yes,Yes,None,No,87
22,Non-binary,Urban,Retail,PhD,High,2,Linux,Medium,Yes,High,Public,Sometimes,4,Yes,Risky,Medium,Weak,No,No,Strict,No,67
52,Male,Rural,Finance,PhD,Medium,2,iOS,Medium,No,Low,Private,Often,3,No,Moderate,High,Weak,Yes,Yes,Strict,Yes,76
45,Male,Rural,Retail,Associate,Low,1,Windows,Medium,Yes,High,Private,Sometimes,3,No,Moderate,High,Moderate,No,No,Moderate,No,46
46,Male,Suburban,Finance,Bachelor's,Low,4,Windows,Low,Yes,Low,Public,Often,2,No,Risky,Medium,Strong,Yes,Yes,None,Yes,90
26,Male,Suburban,Healthcare,Associate,Medium,1,Linux,Medium,No,Medium,Private,Sometimes,4,Yes,Cautious,Low,Strong,No,No,Strict,Yes,61
55,Male,Suburban,IT,Master's,Medium,3,iOS,Low,No,High,Public,Sometimes,4,Yes,Moderate,High,Weak,Yes,Yes,Strict,No,71
23,Female,Rural,Education,High School,Low,1,Linux,High,Yes,Medium,Private,Often,1,No,Risky,High,Weak,Yes,No,None,No,83
36,Female,Urban,Finance,Bachelor's,Medium,1,Linux,High,No,Medium,Private,Rarely,3,No,Risky,High,Weak,No,No,Strict,No,75
61,Non-binary,Rural,Legal,High School,Low,1,iOS,Medium,Yes,High,Public,Rarely,1,No,Risky,High,Weak,Yes,Yes,Strict,No,79
28,Male,Rural,Healthcare,Associate,Low,4,Windows,Low,Yes,Low,Private,Sometimes,3,Yes,Cautious,Low,Moderate,No,Yes,Moderate,Yes,63
19,Non-binary,Urban,IT,PhD,Medium,3,Windows,High,No,Medium,Public,Rarely,3,Yes,Cautious,Low,Weak,No,Yes,Moderate,Yes,89
64,Female,Urban,IT,High School,Medium,4,iOS,Low,Yes,Medium,Private,Rarely,3,Yes,Cautious,High,Weak,Yes,Yes,Moderate,No,70
61,Female,Suburban,IT,High School,High,2,Windows,Low,Yes,High,Private,Sometimes,3,No,Moderate,Low,Strong,Yes,Yes,Moderate,No,78
61,Female,Urban,Finance,PhD,High,3,Other,High,Yes,High,Public,Rarely,2,No,Risky,Low,Moderate,Yes,Yes,Moderate,No,95
26,Male,Urban,Healthcare,High School,High,1,Linux,Low,Yes,High,Private,Often,4,Yes,Risky,Medium,Weak,No,Yes,None,Yes,86
38,Male,Urban,Retail,High School,High,1,Other,Low,Yes,Medium,Private,Often,3,Yes,Cautious,Medium,Moderate,Yes,No,Strict,Yes,62
41,Female,Urban,Legal,PhD,High,1,Other,High,No,Low,Public,Rarely,1,Yes,Moderate,Medium,Weak,Yes,No,None,No,80
51,Non-binary,Suburban,Healthcare,PhD,Low,4,Other,Medium,No,Low,Private,Often,1,No,Moderate,Medium,Moderate,Yes,No,None,Yes,78
39,Non-binary,Suburban,Healthcare,Associate,Medium,2,Android,Medium,Yes,High,Private,Often,2,No,Risky,High,Weak,Yes,No,Moderate,Yes,78
20,Female,Urban,Healthcare,Associate,Low,3,Android,Low,No,Medium,Public,Rarely,4,No,Cautious,Medium,Weak,Yes,Yes,None,No,85
29,Non-binary,Urban,Finance,High School,High,3,Other,Medium,No,Medium,Public,Often,3,Yes,Risky,Medium,Moderate,Yes,Yes,Strict,Yes,85
45,Female,Suburban,Legal,Bachelor's,High,4,Linux,High,No,Medium,Private,Sometimes,2,Yes,Cautious,Low,Weak,No,No,None,Yes,86
47,Non-binary,Suburban,Finance,Associate,Medium,2,Other,High,No,High,Private,Sometimes,1,No,Cautious,High,Weak,Yes,No,None,No,80
43,Female,Urban,Legal,Associate,Low,3,Other,High,Yes,Medium,Public,Sometimes,4,No,Risky,Low,Moderate,No,No,Moderate,Yes,75
38,Non-binary,Rural,Legal,Bachelor's,High,4,Android,Low,No,Medium,Public,Rarely,3,No,Cautious,Low,Strong,No,No,None,No,80
45,Male,Suburban,Finance,Bachelor's,High,2,Other,High,No,Low,Private,Often,4,No,Cautious,Low,Strong,Yes,Yes,None,No,90
43,Female,Suburban,Legal,PhD,High,2,Linux,Low,No,High,Private,Rarely,1,No,Cautious,Medium,Weak,No,Yes,Moderate,No,76
50,Female,Suburban,Healthcare,Associate,High,3,Linux,Low,No,High,Public,Rarely,2,No,Cautious,High,Moderate,Yes,Yes,Strict,No,81
38,Non-binary,Urban,Finance,Master's,Low,3,Other,High,No,High,Private,Often,2,Yes,Moderate,Medium,Strong,No,Yes,Moderate,Yes,75
52,Female,Urban,Legal,Master's,Low,2,Linux,High,No,Medium,Private,Often,1,Yes,Cautious,High,Moderate,Yes,No,Moderate,No,68
51,Female,Suburban,IT,High School,High,3,Other,Low,Yes,Medium,Public,Often,3,Yes,Cautious,Low,Strong,No,No,None,No,72
58,Female,Urban,Finance,Associate,Low,4,Android,High,No,Low,Private,Rarely,3,Yes,Cautious,High,Weak,Yes,No,Moderate,Yes,78
64,Male,Urban,Education,Master's,High,2,Other,Medium,No,High,Private,Rarely,4,No,Risky,Low,Moderate,Yes,No,Moderate,Yes,83
35,Male,Suburban,Finance,Associate,Medium,3,Windows,Low,No,Medium,Public,Sometimes,1,Yes,Moderate,Medium,Weak,Yes,No,Strict,Yes,72
28,Non-binary,Urban,Finance,Associate,Medium,3,Android,Low,No,Low,Private,Rarely,1,Yes,Cautious,Low,Weak,No,No,None,No,65
40,Male,Rural,Finance,Master's,Medium,4,Linux,High,Yes,Medium,Private,Often,3,Yes,Cautious,Medium,Weak,Yes,Yes,Strict,No,80
39,Non-binary,Urban,Legal,Associate,Low,3,Linux,High,Yes,Medium,Public,Rarely,1,No,Risky,Medium,Moderate,No,No,Strict,Yes,73
34,Male,Urban,Finance,Bachelor's,High,3,Android,Low,No,High,Public,Sometimes,2,Yes,Moderate,Medium,Strong,Yes,Yes,Moderate,Yes,76
22,Non-binary,Suburban,Education,High School,Medium,3,Windows,Low,No,High,Public,Often,3,Yes,Moderate,Low,Weak,Yes,No,Strict,Yes,87
61,Male,Suburban,Retail,PhD,Medium,1,Android,Low,No,Medium,Private,Sometimes,3,No,Moderate,Medium,Moderate,No,Yes,Strict,No,60
28,Male,Rural,Finance,Master's,Low,4,iOS,High,No,Medium,Private,Rarely,2,No,Cautious,High,Strong,Yes,No,Moderate,Yes,73
47,Non-binary,Urban,IT,PhD,Low,4,Windows,Low,Yes,Medium,Private,Rarely,1,No,Moderate,High,Weak,No,Yes,Moderate,No,67
32,Female,Rural,Education,High School,Medium,1,Android,Medium,No,Medium,Private,Sometimes,3,Yes,Risky,High,Strong,Yes,Yes,None,No,63
44,Female,Rural,Retail,Bachelor's,High,4,iOS,Medium,Yes,Medium,Public,Sometimes,3,Yes,Risky,High,Strong,No,Yes,Moderate,Yes,64
52,Male,Suburban,Legal,Bachelor's,High,3,Other,High,Yes,High,Public,Often,3,No,Cautious,Medium,Moderate,No,Yes,Moderate,No,80
50,Non-binary,Urban,Finance,Bachelor's,High,3,Windows,Low,No,High,Public,Often,1,Yes,Cautious,High,Moderate,Yes,No,Moderate,Yes,80
37,Female,Suburban,Retail,Bachelor's,Medium,3,Other,Low,No,Medium,Private,Sometimes,3,Yes,Cautious,Low,Moderate,Yes,Yes,None,No,67
33,Non-binary,Rural,IT,Master's,Low,4,iOS,Medium,Yes,Medium,Public,Often,1,Yes,Cautious,High,Strong,No,No,Strict,No,56
51,Female,Rural,Education,Master's,High,4,Linux,Low,No,High,Private,Sometimes,4,Yes,Risky,High,Strong,Yes,No,Moderate,Yes,74
19,Non-binary,Suburban,Education,Associate,Medium,2,Linux,High,Yes,Medium,Private,Sometimes,2,No,Cautious,Low,Moderate,No,No,None,Yes,73
52,Male,Suburban,Legal,Associate,Medium,1,Linux,High,No,High,Private,Rarely,1,Yes,Cautious,Low,Strong,No,Yes,Moderate,Yes,78
57,Non-binary,Suburban,Legal,High School,Low,4,Other,High,No,High,Public,Sometimes,1,No,Cautious,High,Strong,Yes,No,Strict,Yes,88
45,Female,Suburban,Legal,Associate,High,2,Windows,Low,No,High,Private,Often,2,Yes,Cautious,Medium,Strong,No,No,Strict,No,65
64,Male,Suburban,Retail,High School,Medium,1,Other,Low,No,High,Private,Sometimes,1,No,Risky,Low,Moderate,No,No,Moderate,No,70
56,Non-binary,Rural,Finance,High School,High,1,Other,Medium,Yes,Low,Public,Rarely,2,Yes,Moderate,Medium,Weak,No,No,Moderate,Yes,68
23,Female,Suburban,Healthcare,High School,High,3,Linux,Medium,No,Medium,Public,Often,4,Yes,Cautious,Medium,Weak,Yes,No,None,Yes,91
26,Male,Urban,Education,Bachelor's,High,3,Other,High,No,Medium,Private,Sometimes,3,Yes,Risky,High,Moderate,Yes,No,Strict,No,65
37,Non-binary,Rural,Healthcare,PhD,Medium,2,iOS,Low,No,Medium,Private,Rarely,2,No,Moderate,Medium,Strong,Yes,No,Moderate,No,60
18,Female,Rural,Education,PhD,High,2,Android,Low,Yes,High,Private,Often,2,Yes,Risky,Medium,Moderate,Yes,No,Moderate,No,68
25,Non-binary,Urban,Legal,Master's,Low,3,Android,High,No,High,Public,Rarely,3,No,Moderate,Medium,Weak,No,Yes,Moderate,No,78
40,Non-binary,Urban,Finance,High School,Medium,3,Android,High,Yes,High,Public,Rarely,3,Yes,Risky,High,Moderate,Yes,Yes,Moderate,Yes,80
20,Male,Rural,Finance,Bachelor's,Medium,1,Linux,Medium,Yes,Medium,Public,Often,1,Yes,Cautious,Low,Weak,Yes,Yes,None,Yes,93
21,Male,Suburban,Education,Associate,High,1,Linux,Medium,No,High,Public,Rarely,1,Yes,Moderate,High,Weak,Yes,Yes,None,Yes,89
42,Female,Rural,Retail,Associate,High,4,Android,High,Yes,Low,Public,Rarely,1,No,Risky,Low,Moderate,Yes,No,Strict,No,78
64,Male,Rural,Legal,Master's,High,3,Windows,Low,No,Medium,Private,Rarely,3,No,Cautious,Medium,Moderate,Yes,Yes,Strict,Yes,82
55,Female,Urban,Finance,Master's,Medium,1,Android,Medium,No,Low,Private,Often,3,No,Cautious,Low,Weak,No,Yes,None,Yes,83
32,Non-binary,Rural,Finance,High School,Low,2,Other,High,No,Low,Private,Rarely,3,Yes,Moderate,Low,Strong,Yes,No,Strict,Yes,70
38,Non-binary,Suburban,IT,High School,Low,1,Android,Low,Yes,Medium,Private,Sometimes,1,Yes,Risky,Low,Strong,Yes,No,None,No,63
52,Female,Urban,Finance,Associate,Medium,3,Android,High,Yes,Low,Public,Rarely,3,Yes,Cautious,Low,Weak,Yes,Yes,Moderate,Yes,80
63,Non-binary,Rural,IT,Associate,Low,1,Windows,Low,Yes,Low,Public,Sometimes,3,No,Risky,Medium,Strong,Yes,Yes,Moderate,No,73
31,Male,Rural,Finance,Associate,High,3,Linux,Medium,No,High,Private,Rarely,4,No,Cautious,Low,Weak,No,Yes,None,No,84
53,Non-binary,Suburban,Finance,Associate,Medium,1,Linux,Low,No,Low,Private,Sometimes,2,Yes,Cautious,Low,Weak,Yes,Yes,Moderate,Yes,76
29,Male,Rural,Retail,PhD,Low,4,Other,Low,Yes,High,Public,Often,2,Yes,Cautious,Medium,Weak,No,Yes,Moderate,No,70
34,Female,Rural,Retail,High School,Medium,4,Android,High,Yes,Low,Private,Rarely,3,No,Moderate,Low,Moderate,Yes,No,None,No,70
56,Female,Rural,Legal,High School,Low,2,iOS,Low,No,Medium,Private,Sometimes,1,No,Risky,High,Moderate,No,Yes,Moderate,Yes,71
26,Non-binary,Rural,Finance,Associate,Medium,2,Other,Medium,Yes,Medium,Public,Often,4,Yes,Moderate,Low,Moderate,Yes,Yes,Strict,Yes,77
52,Non-binary,Suburban,Legal,Bachelor's,Low,3,Linux,High,No,Medium,Private,Rarely,4,No,Moderate,High,Weak,No,Yes,Moderate,No,73
30,Male,Rural,Legal,Associate,Medium,3,Windows,High,No,Medium,Public,Rarely,2,No,Moderate,High,Moderate,No,No,Strict,No,69
32,Male,Rural,Legal,Master's,Medium,3,Linux,High,Yes,High,Private,Rarely,4,No,Moderate,High,Strong,Yes,Yes,None,Yes,83
35,Non-binary,Rural,Legal,Bachelor's,Medium,1,Linux,High,No,Low,Private,Often,4,No,Moderate,Medium,Strong,No,Yes,Strict,Yes,78
50,Non-binary,Urban,Education,Master's,Medium,1,Windows,High,No,Low,Private,Often,4,No,Cautious,High,Moderate,No,Yes,Moderate,No,67
23,Female,Suburban,Education,Bachelor's,Medium,1,Android,High,Yes,Medium,Public,Sometimes,3,Yes,Cautious,High,Moderate,Yes,Yes,Strict,No,65
44,Female,Urban,Finance,Master's,High,2,Android,High,Yes,High,Public,Rarely,2,Yes,Cautious,Medium,Weak,No,No,Moderate,No,68
40,Female,Urban,Education,Associate,Medium,3,Linux,Medium,Yes,High,Public,Sometimes,2,No,Moderate,Medium,Moderate,Yes,Yes,Moderate,No,64
44,Non-binary,Suburban,Finance,Associate,Medium,1,Other,Medium,No,Medium,Public,Sometimes,1,Yes,Cautious,High,Moderate,No,Yes,Strict,Yes,65
51,Non-binary,Urban,Retail,Bachelor's,Medium,2,iOS,High,No,Low,Public,Sometimes,3,No,Cautious,Medium,Moderate,Yes,Yes,Moderate,No,66
63,Non-binary,Urban,Healthcare,Master's,Low,4,Other,Low,Yes,Medium,Public,Sometimes,4,Yes,Cautious,Low,Weak,No,Yes,Strict,No,75
55,Female,Urban,IT,PhD,Medium,3,Other,High,No,Low,Private,Sometimes,3,Yes,Moderate,High,Strong,No,No,Moderate,No,55
31,Non-binary,Suburban,Education,Bachelor's,High,4,Linux,High,Yes,Medium,Private,Rarely,4,Yes,Risky,High,Weak,No,No,None,No,73
53,Male,Rural,Education,Bachelor's,Medium,2,Linux,High,No,Low,Private,Often,4,No,Risky,Low,Moderate,No,Yes,None,Yes,88
25,Non-binary,Suburban,Retail,High School,Low,3,iOS,Low,No,High,Private,Sometimes,1,Yes,Cautious,Medium,Moderate,No,No,Strict,Yes,49
52,Non-binary,Suburban,Education,Bachelor's,Low,1,iOS,Medium,No,Medium,Public,Often,1,Yes,Moderate,Low,Strong,Yes,No,Strict,Yes,66
36,Non-binary,Suburban,Finance,PhD,Medium,2,iOS,Low,No,Low,Private,Sometimes,1,No,Risky,Low,Moderate,Yes,Yes,None,Yes,81
47,Non-binary,Urban,Finance,Associate,Medium,4,Linux,Low,No,Low,Public,Rarely,4,Yes,Cautious,Medium,Weak,No,Yes,None,No,78
31,Non-binary,Rural,Healthcare,Master's,Medium,4,Linux,Low,Yes,Low,Private,Sometimes,4,Yes,Moderate,Medium,Weak,No,Yes,None,Yes,71
37,Male,Suburban,Healthcare,High School,Medium,4,Other,Low,Yes,Low,Private,Sometimes,3,No,Risky,High,Weak,No,Yes,None,Yes,80
42,Male,Suburban,Healthcare,Master's,Low,2,Linux,High,No,High,Public,Sometimes,2,Yes,Risky,High,Weak,No,Yes,Moderate,No,79
57,Non-binary,Rural,Finance,Associate,Medium,2,Android,Medium,Yes,Low,Public,Rarely,4,No,Moderate,High,Moderate,No,Yes,Strict,No,63
41,Female,Rural,Legal,Bachelor's,Low,3,Android,Low,Yes,High,Private,Sometimes,3,No,Risky,Medium,Weak,No,No,Strict,No,61
31,Non-binary,Rural,Legal,PhD,Low,3,iOS,Medium,No,Low,Public,Rarely,3,No,Cautious,High,Moderate,No,No,None,No,59
43,Non-binary,Urban,Healthcare,High School,High,4,Linux,High,No,High,Public,Often,4,No,Cautious,Low,Weak,Yes,Yes,Strict,No,100
55,Non-binary,Rural,Healthcare,PhD,Low,2,Android,High,No,High,Private,Often,4,Yes,Moderate,High,Strong,No,No,Strict,Yes,68
40,Female,Urban,Finance,PhD,Medium,3,Other,Medium,Yes,Low,Public,Often,1,No,Moderate,Medium,Strong,No,No,Moderate,Yes,65
39,Female,Suburban,Retail,PhD,Medium,2,Windows,High,Yes,High,Public,Rarely,1,Yes,Cautious,Medium,Weak,Yes,No,Moderate,Yes,72
36,Female,Urban,Education,PhD,Medium,1,Other,Medium,Yes,Medium,Public,Sometimes,1,No,Moderate,High,Strong,Yes,Yes,Strict,No,60
63,Male,Rural,IT,Associate,Medium,2,Windows,Low,No,Low,Private,Often,3,No,Risky,Medium,Strong,Yes,No,Moderate,No,77
20,Female,Urban,Legal,PhD,High,4,Other,High,No,Medium,Public,Often,1,Yes,Risky,Medium,Strong,Yes,No,None,Yes,100
59,Male,Rural,Legal,PhD,High,2,Android,High,No,High,Public,Sometimes,4,No,Risky,High,Strong,No,No,Strict,Yes,86
36,Male,Urban,Finance,Associate,High,4,Linux,Medium,No,High,Public,Often,1,No,Risky,High,Moderate,No,Yes,Moderate,No,89
26,Female,Suburban,Finance,Master's,High,3,Windows,High,No,Medium,Private,Often,4,No,Moderate,Low,Weak,Yes,No,Moderate,No,87
45,Female,Urban,IT,Associate,Low,3,Linux,Low,Yes,Low,Private,Sometimes,4,No,Risky,Medium,Strong,No,No,Strict,Yes,59
37,Female,Suburban,IT,Bachelor's,High,3,Linux,High,Yes,Medium,Private,Rarely,2,Yes,Moderate,High,Moderate,No,Yes,Strict,No,63
62,Male,Rural,Healthcare,Associate,Low,1,Android,High,Yes,High,Public,Rarely,2,No,Cautious,Low,Strong,Yes,Yes,None,Yes,93
24,Non-binary,Suburban,IT,Master's,Medium,4,iOS,High,No,Low,Private,Often,1,Yes,Risky,Medium,Moderate,No,Yes,Moderate,Yes,83
31,Female,Rural,Education,Bachelor's,Low,1,iOS,Medium,No,Medium,Public,Often,4,No,Moderate,Medium,Weak,No,Yes,Strict,Yes,71
26,Female,Rural,Education,Bachelor's,Low,1,Windows,Low,Yes,Medium,Private,Rarely,2,No,Cautious,Low,Moderate,No,No,Moderate,Yes,57
36,Female,Suburban,Legal,High School,High,3,Android,Low,Yes,Low,Private,Often,3,Yes,Risky,Medium,Weak,No,No,Moderate,Yes,68
64,Male,Suburban,Education,PhD,Medium,4,Linux,High,No,Medium,Public,Rarely,2,Yes,Risky,High,Moderate,Yes,No,Moderate,No,80
31,Male,Urban,Education,Bachelor's,Medium,2,Other,High,Yes,Low,Public,Often,1,Yes,Risky,Low,Moderate,Yes,No,Moderate,Yes,77
55,Non-binary,Urban,Education,Bachelor's,High,2,Other,Medium,No,Low,Public,Often,3,No,Moderate,Low,Strong,No,No,Strict,Yes,73
53,Female,Suburban,Healthcare,Master's,Low,4,Windows,Low,Yes,Medium,Public,Rarely,3,No,Moderate,High,Strong,No,Yes,Strict,No,67
57,Male,Suburban,Legal,Bachelor's,High,2,Windows,High,Yes,Low,Public,Sometimes,4,Yes,Cautious,Low,Moderate,No,Yes,None,No,78
34,Non-binary,Suburban,Finance,Master's,Low,3,Windows,Low,Yes,Low,Public,Often,4,No,Risky,High,Moderate,No,No,Strict,No,65
47,Female,Suburban,Legal,PhD,High,3,Android,High,Yes,High,Public,Often,4,No,Cautious,High,Moderate,Yes,No,Moderate,No,78
26,Male,Rural,Legal,High School,High,1,Other,High,No,High,Private,Sometimes,4,Yes,Moderate,Medium,Weak,No,Yes,None,Yes,83
50,Female,Suburban,Legal,High School,Medium,3,Android,Medium,No,High,Private,Often,2,Yes,Risky,Medium,Moderate,Yes,No,Strict,Yes,73
42,Female,Suburban,IT,PhD,Medium,2,Android,Low,No,Medium,Private,Sometimes,1,Yes,Cautious,Medium,Weak,No,No,Strict,Yes,60
31,Male,Suburban,Finance,PhD,Medium,1,Linux,Low,Yes,Medium,Public,Sometimes,1,No,Risky,Medium,Weak,No,No,None,Yes,78
28,Male,Suburban,IT,Associate,High,4,Android,High,No,Medium,Private,Rarely,4,Yes,Moderate,Medium,Weak,No,No,Strict,No,70
52,Male,Rural,Healthcare,Bachelor's,Medium,4,Android,High,Yes,Medium,Public,Sometimes,2,Yes,Cautious,High,Weak,Yes,No,Strict,No,70
58,Female,Urban,Healthcare,Bachelor's,Medium,1,Linux,Medium,No,Low,Private,Rarely,2,No,Risky,Low,Weak,Yes,No,Strict,No,81
